data_as_of,jurisdiction_of_occurrence,mmwryear,mmwrweek,week_ending_date,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death,flag_cov19mcod,flag_cov19ucod,flag_otherresp,flag_sept,flag_otherunk,flag_inflpn,flag_diab,flag_alz,flag_clrd,flag_nephr,flag_stroke,flag_hd,flag_neopl
2023-02-01T00:00:00.000,Alabama,2022,22,2022-06-04,1053,951,17.0,183.0,32.0,61.0,15.0,53.0,23.0,24.0,16.0,227.0,64.0,19.0,11.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,23,2022-06-11,1071,978,22.0,212.0,27.0,55.0,13.0,48.0,22.0,20.0,23.0,258.0,49.0,26.0,21.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,24,2022-06-18,1079,964,25.0,186.0,30.0,55.0,,40.0,23.0,21.0,11.0,285.0,53.0,25.0,18.0,,,,,,Suppressed (counts 1-9),,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,25,2022-06-25,1058,976,26.0,186.0,32.0,44.0,15.0,58.0,14.0,24.0,18.0,270.0,66.0,21.0,16.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,26,2022-07-02,1107,1009,25.0,196.0,25.0,55.0,11.0,55.0,24.0,27.0,17.0,282.0,48.0,42.0,36.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,27,2022-07-09,1051,939,23.0,157.0,26.0,51.0,,56.0,14.0,21.0,22.0,266.0,57.0,45.0,33.0,,,,,,Suppressed (counts 1-9),,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,28,2022-07-16,1108,1012,21.0,204.0,24.0,52.0,11.0,45.0,31.0,23.0,24.0,284.0,60.0,65.0,51.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,29,2022-07-23,1126,1037,24.0,205.0,31.0,39.0,17.0,53.0,19.0,24.0,19.0,279.0,63.0,57.0,43.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,30,2022-07-30,1092,994,19.0,192.0,28.0,46.0,13.0,56.0,18.0,20.0,26.0,260.0,59.0,62.0,45.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,31,2022-08-06,1103,1002,19.0,183.0,26.0,49.0,17.0,59.0,24.0,19.0,25.0,248.0,61.0,68.0,57.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,32,2022-08-13,1096,1004,22.0,190.0,28.0,46.0,,61.0,14.0,22.0,26.0,257.0,51.0,70.0,54.0,,,,,,Suppressed (counts 1-9),,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,33,2022-08-20,1101,1005,,211.0,29.0,48.0,,55.0,31.0,22.0,27.0,259.0,50.0,56.0,41.0,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,34,2022-08-27,1062,969,19.0,172.0,24.0,50.0,19.0,47.0,18.0,21.0,29.0,269.0,56.0,49.0,31.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,35,2022-09-03,1085,974,27.0,181.0,23.0,37.0,10.0,49.0,13.0,24.0,29.0,265.0,56.0,52.0,39.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,36,2022-09-10,1055,964,19.0,194.0,35.0,47.0,16.0,42.0,15.0,31.0,14.0,254.0,61.0,55.0,38.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,37,2022-09-17,1116,1030,20.0,203.0,22.0,56.0,13.0,51.0,11.0,23.0,21.0,265.0,76.0,43.0,36.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,38,2022-09-24,1098,1007,27.0,175.0,32.0,45.0,18.0,65.0,18.0,27.0,22.0,268.0,50.0,45.0,30.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,39,2022-10-01,1083,998,24.0,215.0,23.0,35.0,19.0,50.0,19.0,21.0,30.0,255.0,85.0,29.0,24.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,40,2022-10-08,1105,1014,10.0,185.0,25.0,57.0,16.0,71.0,13.0,32.0,37.0,284.0,63.0,22.0,14.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,41,2022-10-15,1130,1045,22.0,197.0,24.0,52.0,22.0,68.0,30.0,31.0,34.0,291.0,48.0,19.0,13.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,42,2022-10-22,1152,1081,20.0,210.0,25.0,46.0,20.0,56.0,23.0,23.0,29.0,284.0,70.0,21.0,20.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,43,2022-10-29,1118,1038,21.0,190.0,18.0,46.0,15.0,60.0,23.0,29.0,43.0,292.0,62.0,26.0,17.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,44,2022-11-05,1127,1046,26.0,177.0,31.0,40.0,17.0,72.0,20.0,14.0,41.0,281.0,70.0,17.0,13.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,45,2022-11-12,1051,984,13.0,188.0,26.0,44.0,23.0,61.0,30.0,25.0,30.0,258.0,48.0,18.0,14.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,46,2022-11-19,1133,1059,24.0,190.0,26.0,49.0,24.0,53.0,24.0,31.0,39.0,299.0,58.0,25.0,19.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,47,2022-11-26,1135,1062,21.0,195.0,29.0,56.0,27.0,65.0,23.0,17.0,38.0,302.0,54.0,24.0,17.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,48,2022-12-03,1183,1127,22.0,224.0,33.0,57.0,31.0,61.0,22.0,23.0,34.0,314.0,48.0,26.0,19.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,49,2022-12-10,1135,1091,18.0,200.0,28.0,51.0,35.0,76.0,18.0,24.0,46.0,260.0,58.0,36.0,26.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,50,2022-12-17,1035,991,16.0,182.0,26.0,37.0,26.0,65.0,19.0,23.0,41.0,287.0,56.0,41.0,27.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,51,2022-12-24,1077,1060,25.0,194.0,33.0,58.0,20.0,61.0,20.0,27.0,28.0,288.0,63.0,30.0,22.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2022,52,2022-12-31,1054,1053,28.0,170.0,23.0,63.0,21.0,65.0,31.0,23.0,46.0,265.0,75.0,33.0,25.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2023,1,2023-01-07,1011,997,35.0,177.0,26.0,46.0,23.0,68.0,20.0,22.0,33.0,249.0,45.0,50.0,35.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2023,2,2023-01-14,913,912,22.0,161.0,14.0,45.0,16.0,54.0,18.0,17.0,35.0,251.0,56.0,51.0,40.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alabama,2023,3,2023-01-21,783,783,17.0,169.0,13.0,37.0,16.0,55.0,16.0,18.0,15.0,200.0,47.0,38.0,31.0,,,,,,,,,,,,,
2023-02-01T00:00:00.000,Alaska,2020,1,2020-01-04,89,71,,16.0,,,0.0,,0.0,,0.0,17.0,,0.0,0.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,2,2020-01-11,105,93,,22.0,,,0.0,,,,0.0,24.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,3,2020-01-18,99,83,,21.0,,,0.0,,,,0.0,15.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,4,2020-01-25,97,82,,21.0,,,0.0,,0.0,,,19.0,,0.0,0.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,5,2020-02-01,85,74,,17.0,,,,,,0.0,,20.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,6,2020-02-08,92,75,0.0,15.0,,,,,,,,22.0,,0.0,0.0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,7,2020-02-15,89,74,,20.0,,,0.0,,,,0.0,19.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,8,2020-02-22,83,64,,16.0,,,,,,0.0,,,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),
2023-02-01T00:00:00.000,Alaska,2020,9,2020-02-29,84,76,,18.0,,0.0,,,,,,14.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,10,2020-03-07,79,68,,20.0,0.0,,,,,,0.0,15.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,11,2020-03-14,92,80,,20.0,,0.0,,,,0.0,,22.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,12,2020-03-21,69,55,0.0,,,,,,,,,10.0,,0.0,0.0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
2023-02-01T00:00:00.000,Alaska,2020,13,2020-03-28,86,75,,16.0,,,,,,,0.0,15.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,14,2020-04-04,98,84,,21.0,,,,,,0.0,0.0,14.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,15,2020-04-11,84,71,,15.0,,,,,,,,20.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,16,2020-04-18,80,71,0.0,17.0,,,,,0.0,,0.0,13.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,17,2020-04-25,61,55,,12.0,0.0,,,,,,0.0,12.0,0.0,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2023-02-01T00:00:00.000,Alaska,2020,18,2020-05-02,87,78,,17.0,,,,,,0.0,,18.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,19,2020-05-09,89,77,,20.0,,,,,,0.0,0.0,13.0,,,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,20,2020-05-16,84,68,0.0,18.0,,0.0,,,0.0,,,20.0,,0.0,0.0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,21,2020-05-23,82,68,0.0,19.0,,,0.0,,0.0,0.0,0.0,17.0,,0.0,0.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,22,2020-05-30,97,82,,23.0,,,0.0,,0.0,,,18.0,,0.0,0.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,23,2020-06-06,79,66,0.0,16.0,,,,,,0.0,,19.0,,0.0,0.0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,24,2020-06-13,88,71,,19.0,,,,,,0.0,0.0,16.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,25,2020-06-20,92,74,0.0,28.0,0.0,,,,0.0,,,15.0,,0.0,0.0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,26,2020-06-27,90,67,0.0,16.0,,,,,,0.0,,15.0,,0.0,0.0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,27,2020-07-04,84,64,,16.0,,,0.0,,0.0,,,17.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,28,2020-07-11,101,83,,20.0,,,0.0,,0.0,,,19.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,29,2020-07-18,89,72,0.0,20.0,,,0.0,,0.0,,,12.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,30,2020-07-25,93,76,0.0,20.0,,,,,0.0,,,19.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,31,2020-08-01,114,83,0.0,17.0,,,0.0,,,,0.0,18.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,32,2020-08-08,101,86,,15.0,,,0.0,,0.0,,,20.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,33,2020-08-15,74,66,0.0,15.0,,,0.0,,0.0,,,17.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,34,2020-08-22,116,101,,25.0,,,,,0.0,0.0,,27.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,35,2020-08-29,93,75,,23.0,,,0.0,,0.0,0.0,,11.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,36,2020-09-05,105,89,,20.0,,,,,,0.0,0.0,17.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,37,2020-09-12,87,72,,22.0,,,0.0,,0.0,,,12.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,38,2020-09-19,104,79,,16.0,,,0.0,,,,,10.0,11.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2023-02-01T00:00:00.000,Alaska,2020,39,2020-09-26,114,96,,18.0,,,0.0,,,,,18.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,40,2020-10-03,78,64,0.0,,,,0.0,,,0.0,,19.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2023-02-01T00:00:00.000,Alaska,2020,41,2020-10-10,117,97,,20.0,,,,,,,,26.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,42,2020-10-17,101,91,,25.0,,,0.0,,,,0.0,14.0,,10.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,43,2020-10-24,102,89,0.0,17.0,,,,,0.0,,,27.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,44,2020-10-31,107,94,0.0,30.0,,,,,0.0,,,13.0,,10.0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,45,2020-11-07,114,91,0.0,22.0,,,,,0.0,,0.0,19.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,46,2020-11-14,114,99,0.0,21.0,,,,,0.0,,,18.0,,16.0,15.0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,47,2020-11-21,122,108,0.0,22.0,,,0.0,,0.0,,,18.0,,15.0,13.0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,48,2020-11-28,114,107,,20.0,,,0.0,,,,,18.0,,21.0,16.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,49,2020-12-05,118,102,,17.0,,,,,0.0,,0.0,,,31.0,29.0,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),
2023-02-01T00:00:00.000,Alaska,2020,50,2020-12-12,135,118,0.0,24.0,,,,,0.0,0.0,,26.0,,24.0,22.0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,51,2020-12-19,99,91,,19.0,,,,0.0,0.0,,0.0,16.0,,20.0,19.0,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,52,2020-12-26,115,100,,17.0,,,,0.0,,,0.0,24.0,,24.0,19.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2020,53,2021-01-02,105,88,,17.0,,,0.0,,,0.0,,11.0,,10.0,10.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2021,1,2021-01-09,113,97,,16.0,,,,,,,,25.0,,13.0,12.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2021,2,2021-01-16,130,117,,26.0,,,,,,,,27.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2021,3,2021-01-23,97,85,,25.0,,,0.0,,,0.0,0.0,16.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2021,4,2021-01-30,92,79,,18.0,,,0.0,,0.0,0.0,,15.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2023-02-01T00:00:00.000,Alaska,2021,5,2021-02-06,87,75,,20.0,,,0.0,,,,0.0,10.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
